m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,g2_cooperative,g2_conditional_cooperator,g2_compensating_cooperator,g2_selfish,g2_sanctioning,g3_cooperative,g3_conditional_cooperator,g3_compensating_cooperator,g3_selfish,g3_sanctioning,welfare_efficiency,collapsed
4,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0692511076606415,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0.043423456440026355,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0.060444575698340934,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0.07090005893809109,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0.06368131099099548,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0.07587029299360815,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0.0839364368504204,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0.06044524388246869,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0.0720658091241079,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0.07715414077486629,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0.07289613730471707,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0.06342345644002632,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0.07587029299360815,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.08368131099099546,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0.07693906743340787,True
4,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0.0834234564400263,True
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0.07587029299360815,True
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0.0839364368504204,True
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0.07715414077486629,True
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0.08368131099099546,True
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0.0720658091241079,True
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0.07715414077486629,True
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0.07289613730471707,True
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0.07693906743340787,True
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0.9399999999999994,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0.06200196942424303,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.0764623822762517,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0.06342345644002632,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.07612285414374033,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0.05612285414374035,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0.06925099776460487,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.07420542466872661,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0.0764623822762517,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.082001969424243,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0.09679800601748545,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0692511076606415,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.07587029299360815,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0.08368131099099546,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0.07693906743340787,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0.07612285414374033,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0.082001969424243,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0.09646238227625167,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0.0834234564400263,True
4,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0.0961228541437403,True
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0.082001969424243,True
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0.09679800601748545,True
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0.08368131099099546,True
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0.09646238227625167,True
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0.07587029299360815,True
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0.08368131099099546,True
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0.07693906743340787,True
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.0834234564400263,True
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0.082001969424243,True
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0.09646238227625167,True
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0.0834234564400263,True
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0.0961228541437403,True
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0.9199999999999993,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0.03587029299360821,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0.043423456440026355,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0.03672192886070915,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0.0431629507926754,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0.05421820672556602,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0.060444575698340934,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0.055256774949447064,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0.060196661765540185,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0.03587029299360821,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0.05421820672556602,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0.0675,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0.05587029299360818,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0.07090005893809109,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0.07587029299360815,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0.05421820674811662,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0.06859375,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0.0720658091241079,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0.069375,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0.05587029299360818,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0.07090005893809109,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0.07587029299360815,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0.0720658091241079,True
4,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0.07587029299360815,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0.05587029299360818,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0.06368131099099548,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0569390674334079,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0.06342345644002632,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0.043423456440026355,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0.060444575698340934,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0.07090005893809109,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0.06368131099099548,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0.07587029299360815,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0.0839364368504204,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0.06044524388246869,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0720658091241079,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0.07715414077486629,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0.07289613730471707,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0.06342345644002632,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0.07587029299360815,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0.08368131099099546,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0.07693906743340787,True
4,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0.0834234564400263,True
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0.07587029299360815,True
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0.0839364368504204,True
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0.07715414077486629,True
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0.08368131099099546,True
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0.9399999999999994,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0.05421820674811662,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0.06044524388246869,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0.05525786441495457,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0.060197304991798525,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0.03672192886070915,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0.055256774949447064,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0.06859375,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0.0569390674334079,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0.0720658091241079,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0.07715414077486629,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0.05525786441495457,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0.069375,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0.07289613730471707,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0.06984375,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0.05672192886070911,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0.0720658091241079,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0.07693906743340787,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0.07270371876406487,True
4,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0.07672192886070908,True
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0.0720658091241079,True
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0.07715414077486629,True
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0.07289613730471707,True
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0.07693906743340787,True
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1.0,False
4,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0.9599999999999996,False
4,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0.069375,True
4,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0.9799999999999998,False
4,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0.07289613730471707,True
